id,song_popularity
2996,1
2997,1
2998,1
2999,1
3000,1
3001,1
3002,1
3003,1
3004,1
3005,1
3006,0
3007,1
3008,1
3009,1
3010,1
3011,1
3012,1
3013,0
3014,1
3015,1
3016,1
3017,0
3018,1
3019,0
3020,1
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,1
3029,1
3030,1
3031,0
3032,1
3033,1
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,1
3041,1
3042,1
3043,1
3044,1
3045,0
3046,1
3047,1
3048,1
3049,1
3050,0
3051,1
3052,1
3053,0
3054,1
3055,1
3056,1
3057,0
3058,0
3059,0
3060,0
3061,0
3062,0
3063,1
3064,1
3065,1
3066,0
3067,0
3068,0
3069,0
3070,1
3071,1
3072,1
3073,1
3074,1
3075,1
3076,1
3077,0
3078,1
3079,1
3080,1
3081,1
3082,1
3083,0
3084,1
3085,1
3086,1
3087,1
3088,1
3089,1
3090,1
3091,0
3092,1
3093,0
3094,1
3095,1
3096,1
3097,0
3098,0
3099,0
3100,0
3101,1
3102,1
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,0
3110,1
3111,1
3112,0
3113,1
3114,0
3115,1
3116,0
3117,1
3118,1
3119,1
3120,1
3121,0
3122,1
3123,1
3124,0
3125,1
3126,0
3127,1
3128,0
3129,1
3130,1
3131,1
3132,1
3133,1
3134,1
3135,1
3136,1
3137,1
3138,1
3139,0
3140,0
3141,1
3142,1
3143,1
3144,1
3145,1
3146,1
3147,1
3148,1
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,1
3159,0
3160,0
3161,1
3162,0
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3170,1
3171,0
3172,1
3173,1
3174,1
3175,1
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,1
3184,0
3185,1
3186,1
3187,1
3188,0
3189,1
3190,1
3191,0
3192,1
3193,1
3194,0
3195,1
3196,1
3197,0
3198,1
3199,1
3200,0
3201,1
3202,0
3203,1
3204,1
3205,1
3206,1
3207,1
3208,0
3209,1
3210,0
3211,1
3212,1
3213,1
3214,0
3215,1
3216,1
3217,1
3218,0
3219,1
3220,1
3221,1
3222,1
3223,0
3224,1
3225,1
3226,1
3227,1
3228,1
3229,1
3230,0
3231,1
3232,0
3233,1
3234,0
3235,1
3236,1
3237,1
3238,1
3239,1
3240,1
3241,1
3242,0
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,1
3255,0
3256,1
3257,1
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,0
3268,1
3269,1
3270,1
3271,0
3272,1
3273,1
3274,1
3275,0
3276,1
3277,1
3278,1
3279,0
3280,0
3281,1
3282,1
3283,0
3284,1
3285,1
3286,0
3287,1
3288,1
3289,1
3290,1
3291,0
3292,1
3293,1
3294,1
3295,1
3296,0
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,0
3305,0
3306,1
3307,1
3308,1
3309,1
3310,1
3311,0
3312,0
3313,1
3314,0
3315,1
3316,0
3317,1
3318,1
3319,0
3320,1
3321,0
3322,1
3323,1
3324,1
3325,0
3326,0
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,0
3337,1
3338,1
3339,1
3340,1
3341,1
3342,0
3343,1
3344,1
3345,1
3346,0
3347,1
3348,1
3349,1
3350,0
3351,0
3352,1
3353,1
3354,0
3355,0
3356,1
3357,1
3358,1
3359,1
3360,0
3361,1
3362,1
3363,1
3364,1
3365,0
3366,1
3367,1
3368,1
3369,1
3370,1
3371,0
3372,0
3373,0
3374,1
3375,1
3376,1
3377,1
3378,0
3379,1
3380,0
3381,1
3382,1
3383,1
3384,1
3385,1
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,0
3400,1
3401,1
3402,1
3403,0
3404,1
3405,1
3406,0
3407,1
3408,1
3409,0
3410,0
3411,1
3412,0
3413,1
3414,1
3415,0
3416,1
3417,1
3418,1
3419,0
3420,1
3421,1
3422,1
3423,0
3424,1
3425,1
3426,1
3427,0
3428,1
3429,1
3430,1
3431,1
3432,1
3433,1
3434,1
3435,0
3436,0
3437,0
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,1
3451,1
3452,1
3453,1
3454,1
3455,0
3456,1
3457,1
3458,1
3459,0
3460,0
3461,0
3462,1
3463,1
3464,1
3465,1
3466,1
3467,1
3468,0
3469,1
3470,1
3471,1
3472,0
3473,1
3474,1
3475,1
3476,1
3477,1
3478,0
3479,1
3480,1
3481,1
3482,1
3483,1
3484,1
3485,1
3486,1
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,1
3494,0
3495,0
3496,1
3497,1
3498,0
3499,1
3500,0
3501,1
3502,1
3503,1
3504,0
3505,0
3506,1
3507,1
3508,1
3509,1
3510,0
3511,1
3512,1
3513,1
3514,1
3515,1
3516,1
3517,1
3518,1
3519,1
3520,1
3521,1
3522,1
3523,1
3524,1
3525,0
3526,0
3527,1
3528,0
3529,1
3530,1
3531,1
3532,0
3533,1
3534,0
3535,0
3536,1
3537,1
3538,1
3539,0
3540,1
3541,0
3542,1
3543,1
3544,1
3545,1
3546,1
3547,1
3548,0
3549,1
3550,1
3551,1
3552,1
3553,1
3554,1
3555,0
3556,1
3557,0
3558,1
3559,1
3560,1
3561,1
3562,1
3563,0
3564,1
3565,1
3566,0
3567,1
3568,1
3569,1
3570,0
3571,1
3572,0
3573,1
3574,1
3575,0
3576,1
3577,1
3578,1
3579,0
3580,1
3581,0
3582,1
3583,1
3584,1
3585,1
3586,1
3587,1
3588,1
3589,1
3590,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,0
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,1
3605,1
3606,1
3607,1
3608,1
3609,0
3610,1
3611,1
3612,1
3613,1
3614,1
3615,1
3616,1
3617,0
3618,0
3619,0
3620,1
3621,1
3622,1
3623,1
3624,0
3625,1
3626,1
3627,0
3628,0
3629,0
3630,1
3631,0
3632,1
3633,1
3634,1
3635,1
3636,1
3637,1
3638,0
3639,1
3640,1
3641,1
3642,1
3643,1
3644,1
3645,0
3646,1
3647,1
3648,1
3649,1
3650,0
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,0
3662,1
3663,1
3664,1
3665,0
3666,0
3667,1
3668,0
3669,1
3670,1
3671,1
3672,0
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,0
3682,0
3683,1
3684,0
3685,1
3686,1
3687,1
3688,1
3689,1
3690,1
3691,1
3692,1
3693,1
3694,0
3695,1
3696,1
3697,0
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,1
3705,1
3706,1
3707,1
3708,1
3709,1
3710,0
3711,1
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,0
3719,1
3720,1
3721,0
3722,0
3723,1
3724,1
3725,0
3726,1
3727,1
3728,0
3729,1
3730,1
3731,1
3732,1
3733,1
3734,1
3735,0
3736,0
3737,1
3738,1
3739,1
3740,1
3741,0
3742,1
3743,1
3744,1
3745,1
3746,1
3747,0
3748,0
3749,1
3750,1
3751,0
3752,0
3753,1
3754,1
3755,1
3756,1
3757,0
3758,1
3759,1
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,1
3767,0
3768,0
3769,1
3770,1
3771,1
3772,1
3773,0
3774,1
3775,1
3776,1
3777,1
3778,1
3779,1
3780,1
3781,1
3782,1
3783,1
3784,0
3785,1
3786,1
3787,1
3788,1
3789,0
3790,1
3791,1
3792,1
3793,1
3794,0
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,1
3810,1
3811,1
3812,0
3813,1
3814,1
3815,1
3816,1
3817,0
3818,1
3819,1
3820,1
3821,1
3822,0
3823,1
3824,1
3825,0
3826,1
3827,0
3828,0
3829,1
3830,1
3831,0
3832,1
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,1
3840,0
3841,1
3842,1
3843,0
3844,1
3845,1
3846,1
3847,1
3848,1
3849,1
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3856,0
3857,1
3858,1
3859,1
3860,1
3861,1
3862,0
3863,1
3864,0
3865,0
3866,0
3867,1
3868,1
3869,1
3870,1
3871,0
3872,0
3873,1
3874,1
3875,1
3876,0
3877,1
3878,1
3879,0
3880,1
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3887,1
3888,1
3889,0
3890,1
3891,1
3892,1
3893,1
3894,1
3895,1
3896,1
3897,0
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,0
3907,1
3908,1
3909,0
3910,1
3911,1
3912,1
3913,1
3914,1
3915,1
3916,1
3917,1
3918,1
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,1
3926,1
3927,1
3928,1
3929,1
3930,1
3931,1
3932,0
3933,1
3934,1
3935,0
3936,1
3937,1
3938,0
3939,1
3940,1
3941,1
3942,1
3943,0
3944,0
3945,0
3946,0
3947,1
3948,1
3949,1
3950,1
3951,0
3952,1
3953,0
3954,0
3955,1
3956,1
3957,1
3958,1
3959,0
3960,1
3961,0
3962,0
3963,1
3964,1
3965,1
3966,1
3967,0
3968,0
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,1
3977,1
3978,0
3979,1
3980,0
3981,0
3982,1
3983,1
3984,0
3985,1
3986,0
3987,0
3988,1
3989,0
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,0
4008,0
4009,1
4010,1
4011,1
4012,1
4013,0
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,1
4024,1
4025,1
4026,1
4027,1
4028,1
4029,1
4030,0
4031,1
4032,1
4033,0
4034,0
4035,0
4036,0
4037,1
4038,1
4039,1
4040,1
4041,1
4042,0
4043,1
4044,1
4045,1
4046,0
4047,1
4048,1
4049,1
4050,1
4051,0
4052,1
4053,1
4054,0
4055,1
4056,1
4057,0
4058,1
4059,1
4060,0
4061,0
4062,0
4063,0
4064,0
4065,1
4066,0
4067,0
4068,1
4069,1
4070,1
4071,1
4072,1
4073,1
4074,1
4075,1
4076,1
4077,0
4078,1
4079,0
4080,1
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,1
4088,1
4089,1
4090,1
4091,1
4092,1
4093,1
4094,1
4095,1
4096,1
4097,1
4098,1
4099,0
4100,0
4101,0
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,1
4110,1
4111,0
4112,1
4113,1
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,1
4127,1
4128,1
4129,0
4130,1
4131,0
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,1
4145,1
4146,0
4147,0
4148,0
4149,1
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,0
4159,0
4160,0
4161,1
4162,1
4163,0
4164,0
4165,1
4166,1
4167,1
4168,1
4169,1
4170,1
4171,1
4172,0
4173,1
4174,1
4175,1
4176,1
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,1
4189,1
4190,0
4191,0
4192,0
4193,0
4194,1
4195,1
4196,1
4197,0
4198,1
4199,1
4200,0
4201,1
4202,1
4203,1
4204,1
4205,1
4206,0
4207,1
4208,1
4209,1
4210,1
4211,1
4212,1
4213,0
4214,1
4215,1
4216,1
4217,0
4218,1
4219,1
4220,0
4221,1
4222,1
4223,0
4224,1
4225,1
4226,0
4227,0
4228,1
4229,1
4230,1
4231,1
4232,1
4233,1
4234,1
4235,0
4236,1
4237,1
4238,0
4239,1
4240,1
4241,1
4242,1
4243,0
4244,1
4245,1
4246,0
4247,1
4248,1
4249,0
4250,0
4251,1
4252,1
4253,1
4254,1
4255,0
4256,1
4257,0
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,1
4266,0
4267,1
4268,1
4269,1
4270,0
4271,1
4272,1
4273,1
4274,1
4275,1
4276,0
4277,1
4278,1
4279,0
4280,0
4281,1
4282,1
4283,1
4284,1
4285,1
4286,1
4287,0
4288,0
4289,1
4290,1
4291,1
4292,0
4293,1
4294,1
4295,0
4296,1
4297,0
4298,1
4299,1
4300,1
4301,1
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,1
4309,1
4310,1
4311,1
4312,1
4313,0
4314,1
4315,1
4316,1
4317,1
4318,1
4319,1
4320,0
4321,1
4322,0
4323,0
4324,1
4325,0
4326,1
4327,1
4328,1
4329,0
4330,1
4331,0
4332,1
4333,0
4334,1
4335,0
4336,0
4337,1
4338,1
4339,1
4340,1
4341,1
4342,1
4343,0
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,1
4355,0
4356,0
4357,1
4358,1
4359,0
4360,1
4361,1
4362,1
4363,1
4364,1
4365,1
4366,0
4367,1
4368,1
4369,1
4370,1
4371,1
4372,1
4373,0
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,0
4382,1
4383,1
4384,0
4385,1
4386,1
4387,1
4388,1
4389,1
4390,0
4391,1
4392,1
4393,1
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,0
4402,1
4403,1
4404,0
4405,1
4406,0
4407,1
4408,1
4409,0
4410,1
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,1
4418,0
4419,1
4420,1
4421,1
4422,1
4423,1
4424,0
4425,0
4426,1
4427,1
4428,0
4429,1
4430,1
4431,0
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,1
4445,1
4446,0
4447,1
4448,1
4449,1
4450,1
4451,1
4452,1
4453,1
4454,0
4455,1
4456,1
4457,0
4458,1
4459,0
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,1
4468,1
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,0
4476,1
4477,1
4478,0
4479,0
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,0
4493,1
4494,1
4495,0
4496,0
4497,1
4498,0
4499,1
4500,1
4501,1
4502,1
4503,1
4504,1
4505,0
4506,0
4507,1
4508,0
4509,1
4510,1
4511,1
4512,0
4513,0
4514,1
4515,1
4516,1
4517,1
4518,1
4519,0
4520,1
4521,0
4522,0
4523,1
4524,0
4525,1
4526,1
4527,1
4528,0
4529,1
4530,1
4531,0
4532,1
4533,0
4534,1
4535,1
4536,1
4537,1
4538,1
4539,0
4540,0
4541,1
4542,0
4543,1
4544,1
4545,1
4546,0
4547,1
4548,1
4549,1
4550,1
4551,1
4552,1
4553,1
4554,1
4555,0
4556,1
4557,1
4558,1
4559,1
4560,0
4561,1
4562,1
4563,1
4564,1
4565,0
4566,1
4567,1
4568,0
4569,1
4570,1
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,1
4595,0
4596,1
4597,1
4598,0
4599,1
4600,1
4601,0
4602,1
4603,1
4604,1
4605,1
4606,1
4607,1
4608,0
4609,1
4610,0
4611,1
4612,1
4613,0
4614,1
4615,0
4616,1
4617,1
4618,1
4619,0
4620,0
4621,1
4622,1
4623,1
4624,1
4625,1
4626,1
4627,0
4628,1
4629,1
4630,1
4631,1
4632,0
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,0
4640,1
4641,1
4642,1
4643,1
4644,1
4645,1
4646,0
4647,1
4648,1
4649,1
4650,1
4651,0
4652,0
4653,1
4654,1
4655,0
4656,1
4657,1
4658,0
4659,1
4660,1
4661,0
4662,1
4663,1
4664,1
4665,1
4666,1
4667,1
4668,1
4669,1
4670,1
4671,0
4672,1
4673,1
4674,1
4675,1
4676,1
4677,1
4678,0
4679,0
4680,0
4681,1
4682,0
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,0
4692,1
4693,0
4694,0
4695,1
4696,1
4697,1
4698,1
4699,1
4700,0
4701,1
4702,1
4703,0
4704,1
4705,1
4706,1
4707,1
4708,1
4709,0
4710,0
4711,0
4712,1
4713,1
4714,0
4715,0
4716,1
4717,1
4718,0
4719,0
4720,1
4721,1
4722,1
4723,1
4724,1
4725,1
4726,1
4727,1
4728,1
4729,0
4730,0
4731,1
4732,1
4733,1
4734,1
4735,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,0
4743,0
4744,0
4745,0
4746,0
4747,1
4748,0
4749,0
4750,1
4751,1
4752,1
4753,0
4754,1
4755,1
4756,1
4757,0
4758,1
4759,1
4760,0
4761,1
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,1
4776,0
4777,0
4778,1
4779,1
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,0
4789,1
4790,1
4791,1
4792,1
4793,1
4794,0
4795,1
4796,1
4797,1
4798,0
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,1
4808,1
4809,1
4810,1
4811,1
4812,1
4813,1
4814,1
4815,1
4816,1
4817,1
4818,0
4819,0
4820,1
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,0
4828,1
4829,1
4830,1
4831,1
4832,0
4833,1
4834,0
4835,0
4836,1
4837,0
4838,1
4839,1
4840,1
4841,1
4842,0
4843,1
4844,1
4845,1
4846,1
4847,1
4848,1
4849,1
4850,0
4851,1
4852,1
4853,0
4854,1
4855,1
4856,0
4857,1
4858,1
4859,1
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,0
4867,0
4868,1
4869,0
4870,1
4871,0
4872,1
4873,0
4874,1
4875,1
4876,1
4877,1
4878,1
4879,0
4880,1
4881,1
4882,0
4883,0
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,0
4895,1
4896,1
4897,1
4898,1
4899,0
4900,1
4901,0
4902,1
4903,1
4904,1
4905,0
4906,1
4907,1
4908,1
4909,1
4910,1
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,1
4921,0
4922,1
4923,0
4924,1
4925,1
4926,1
4927,1
4928,1
4929,0
4930,1
4931,0
4932,1
4933,1
4934,0
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,0
4946,1
4947,1
4948,0
4949,1
4950,0
4951,1
4952,1
4953,1
4954,1
4955,1
4956,0
4957,1
4958,1
4959,0
4960,1
4961,1
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,0
4976,1
4977,1
4978,1
4979,1
4980,0
4981,1
4982,1
4983,1
4984,0
4985,0
4986,1
4987,1
4988,1
4989,1
4990,1
4991,1
4992,1
4993,1
4994,1
4995,1
4996,0
4997,1
4998,1
4999,0
5000,0
5001,1
5002,0
5003,1
5004,0
5005,1
5006,1
5007,0
5008,1
5009,1
5010,1
5011,0
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,0
5020,1
5021,1
5022,1
5023,1
5024,1
5025,0
5026,1
5027,1
5028,0
5029,1
5030,1
5031,1
5032,1
5033,0
5034,1
5035,1
5036,1
5037,1
5038,1
5039,1
5040,1
5041,0
5042,1
5043,1
5044,1
5045,1
5046,1
5047,0
5048,1
5049,1
5050,0
5051,1
5052,1
5053,1
5054,1
5055,1
5056,1
5057,1
5058,0
5059,1
5060,1
5061,0
5062,1
5063,1
5064,1
5065,1
5066,1
5067,1
5068,1
5069,0
5070,1
5071,1
5072,1
5073,0
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5081,1
5082,1
5083,1
5084,0
5085,0
5086,0
5087,1
5088,0
5089,1
5090,1
5091,0
5092,1
5093,1
5094,1
5095,1
5096,0
5097,1
5098,1
5099,0
5100,1
5101,1
5102,0
5103,0
5104,0
5105,1
5106,1
5107,1
5108,0
5109,0
5110,1
5111,1
5112,1
5113,0
5114,1
5115,1
5116,1
5117,1
5118,0
5119,0
5120,1
5121,1
5122,1
5123,1
5124,0
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,0
5132,1
5133,1
5134,1
5135,0
5136,1
5137,0
5138,1
5139,1
5140,1
5141,1
5142,1
5143,1
5144,0
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,0
5152,1
5153,1
5154,1
5155,1
5156,1
5157,0
5158,1
5159,1
5160,1
5161,0
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,1
5173,0
5174,1
5175,1
5176,0
5177,1
5178,1
5179,1
5180,0
5181,0
5182,0
5183,1
5184,1
5185,1
5186,1
5187,1
5188,1
5189,1
5190,1
5191,1
5192,1
5193,0
5194,0
5195,1
5196,1
5197,1
5198,1
5199,0
5200,1
5201,1
5202,1
5203,1
5204,1
5205,1
5206,1
5207,1
5208,0
5209,1
5210,1
5211,1
5212,1
5213,1
5214,0
5215,0
5216,1
5217,1
5218,1
5219,1
5220,1
5221,0
5222,1
5223,1
5224,0
5225,1
5226,1
5227,1
5228,1
5229,1
5230,1
5231,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,1
5248,0
5249,1
5250,1
5251,1
5252,1
5253,0
5254,1
5255,1
5256,1
5257,1
5258,1
5259,0
5260,0
5261,0
5262,0
5263,1
5264,1
5265,1
5266,1
5267,0
5268,1
5269,0
5270,1
5271,1
5272,1
5273,0
5274,1
5275,0
5276,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5283,1
5284,0
5285,1
5286,1
5287,1
5288,1
5289,0
5290,0
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5300,1
5301,0
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,0
5319,1
5320,1
5321,0
5322,1
5323,0
5324,1
5325,1
5326,1
5327,0
5328,1
5329,1
5330,1
5331,1
5332,0
5333,1
5334,0
5335,1
5336,1
5337,1
5338,1
5339,1
5340,1
5341,1
5342,0
5343,1
5344,1
5345,1
5346,0
5347,1
5348,1
5349,0
5350,1
5351,0
5352,1
5353,1
5354,1
5355,1
5356,1
5357,0
5358,1
5359,1
5360,1
5361,1
5362,1
5363,1
5364,1
5365,0
5366,1
5367,1
5368,1
5369,0
5370,1
5371,1
5372,1
5373,1
5374,1
5375,1
5376,1
5377,0
5378,1
5379,0
5380,1
5381,1
5382,1
5383,1
5384,1
5385,1
5386,1
5387,1
5388,1
5389,0
5390,0
5391,0
5392,1
5393,1
5394,1
5395,1
5396,0
5397,1
5398,1
5399,0
5400,0
5401,1
5402,0
5403,1
5404,1
5405,0
5406,1
5407,1
5408,1
5409,1
5410,0
5411,1
5412,1
5413,1
5414,1
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,0
5423,1
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,1
5433,1
5434,1
5435,0
5436,1
5437,1
5438,1
5439,1
5440,1
5441,1
5442,1
5443,0
5444,1
5445,0
5446,0
5447,1
5448,0
5449,1
5450,1
5451,0
5452,0
5453,1
5454,1
5455,1
5456,0
5457,1
5458,0
5459,1
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,1
5471,0
5472,1
5473,1
5474,1
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,0
5485,1
5486,1
5487,0
5488,1
5489,0
5490,1
5491,1
5492,1
5493,1
5494,0
5495,1
5496,1
5497,0
5498,1
5499,1
5500,1
5501,0
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,0
5509,1
5510,1
5511,1
5512,0
5513,1
5514,1
5515,1
5516,1
5517,1
5518,1
5519,1
5520,1
5521,0
5522,0
5523,1
5524,1
5525,0
5526,1
5527,1
5528,1
5529,1
5530,0
5531,1
5532,1
5533,0
5534,1
5535,0
5536,1
5537,0
5538,1
5539,1
5540,0
5541,0
5542,1
5543,1
5544,1
5545,1
5546,1
5547,1
5548,0
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,0
5557,0
5558,1
5559,1
5560,1
5561,1
5562,0
5563,0
5564,1
5565,1
5566,1
5567,1
5568,1
5569,1
5570,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,0
5577,1
5578,1
5579,1
5580,1
5581,0
5582,0
5583,1
5584,1
5585,0
5586,1
5587,0
5588,1
5589,1
5590,1
5591,0
5592,1
5593,0
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,0
5604,1
5605,1
5606,0
5607,1
5608,1
5609,0
5610,1
5611,1
5612,1
5613,0
5614,1
5615,1
5616,1
5617,0
5618,0
5619,1
5620,0
5621,0
5622,0
5623,1
5624,1
5625,0
5626,1
5627,1
5628,1
5629,1
5630,1
5631,1
5632,1
5633,0
5634,1
5635,1
5636,1
5637,1
5638,1
5639,1
5640,1
5641,1
5642,0
5643,0
5644,1
5645,0
5646,1
5647,1
5648,1
5649,1
5650,1
5651,1
5652,0
5653,1
5654,1
5655,1
5656,0
5657,1
5658,1
5659,0
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,1
5667,0
5668,1
5669,1
5670,1
5671,1
5672,1
5673,1
5674,1
5675,1
5676,1
5677,1
5678,1
5679,1
5680,1
5681,0
5682,1
5683,1
5684,1
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,0
5693,0
5694,1
5695,1
5696,0
5697,1
5698,1
5699,1
5700,1
5701,1
5702,1
5703,1
5704,1
5705,1
5706,1
5707,0
5708,0
5709,1
5710,1
5711,1
5712,0
5713,1
5714,1
5715,1
5716,1
5717,1
5718,1
5719,0
5720,0
5721,0
5722,1
5723,0
5724,1
5725,0
5726,1
5727,1
5728,1
5729,0
5730,1
5731,1
5732,1
5733,1
5734,1
5735,0
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,0
5746,1
5747,1
5748,1
5749,1
5750,1
5751,0
5752,1
5753,1
5754,0
5755,1
5756,1
5757,1
5758,1
5759,1
5760,1
5761,1
5762,1
5763,1
5764,1
5765,0
5766,1
5767,1
5768,1
5769,0
5770,1
5771,1
5772,1
5773,1
5774,0
5775,0
5776,1
5777,1
5778,1
5779,0
5780,1
5781,0
5782,0
5783,0
5784,1
5785,1
5786,1
5787,1
5788,1
5789,1
5790,1
5791,0
5792,1
5793,0
